student_id,date_registered,first_date_watched,first_date_purchased,days_diff_reg_watch,days_diff_watch_purch
258212,2021-12-26,2021-12-26,2022-01-07,0,12
258221,2021-12-27,2021-12-27,2021-12-27,0,0
258223,2021-12-27,2021-12-27,2021-12-27,0,0
258256,2021-12-27,2021-12-27,2022-03-28,0,91
258311,2021-12-27,2021-12-27,2022-02-03,0,38
258320,2021-12-27,2021-12-27,2022-01-01,0,5
258325,2021-12-27,2022-01-09,2022-01-28,13,19
258337,2021-12-28,2021-12-28,2021-12-28,0,0
258338,2021-12-28,2021-12-28,2021-12-28,0,0
258349,2021-12-28,2022-06-19,2022-09-20,173,93
258373,2021-12-28,2022-01-19,2022-01-28,22,9
258374,2021-12-28,2021-12-28,2021-12-28,0,0
258386,2021-12-28,2021-12-28,2021-12-29,0,1
258463,2021-12-29,2021-12-29,2022-01-27,0,29
258470,2021-12-29,2021-12-29,2021-12-30,0,1
258495,2021-12-29,2021-12-29,2022-11-28,0,334
258520,2021-12-29,2021-12-29,2021-12-29,0,0
258543,2021-12-29,2021-12-29,2021-12-29,0,0
258552,2021-12-29,2021-12-29,2021-12-29,0,0
258559,2021-12-29,2021-12-29,2022-08-25,0,239
258561,2021-12-29,2021-12-29,2021-12-29,0,0
258581,2021-12-29,2021-12-29,2021-12-29,0,0
258616,2021-12-30,2021-12-30,2021-12-30,0,0
258620,2021-12-30,2021-12-30,2021-12-31,0,1
258645,2021-12-30,2021-12-30,2021-12-30,0,0
258676,2021-12-30,2021-12-30,2021-12-30,0,0
258695,2021-12-30,2021-12-30,2022-01-01,0,2
258722,2021-12-31,2021-12-31,2022-12-02,0,336
258743,2021-12-31,2021-12-31,2022-01-01,0,1
258774,2021-12-31,2021-12-31,2022-11-21,0,325
258782,2021-12-31,2021-12-31,2022-01-27,0,27
258803,2022-01-01,2022-01-01,2022-01-01,0,0
258818,2022-01-01,2022-01-03,2022-01-03,2,0
258822,2022-01-01,2022-01-01,2022-01-09,0,8
258832,2022-01-01,2022-01-01,2022-03-05,0,63
258834,2022-01-01,2022-01-01,2023-04-06,0,460
258862,2022-01-01,2022-01-01,2022-01-01,0,0
258865,2022-01-01,2022-01-01,2022-01-01,0,0
258908,2022-01-01,2022-01-01,2022-01-01,0,0
258913,2022-01-02,2022-01-02,2022-01-02,0,0
258922,2022-01-02,2022-01-02,2022-01-04,0,2
258930,2022-01-02,2022-02-18,2022-02-19,47,1
258933,2022-01-02,2022-01-03,2022-11-26,1,327
258955,2022-01-02,2022-01-02,2022-01-03,0,1
258956,2022-01-02,2022-03-31,2022-03-31,88,0
258971,2022-01-02,2022-01-02,2022-01-09,0,7
258980,2022-01-02,2022-01-02,2022-01-08,0,6
258984,2022-01-02,2022-01-02,2022-01-02,0,0
258989,2022-01-02,2022-01-02,2023-03-07,0,429
259011,2022-01-02,2022-01-02,2022-01-02,0,0
259019,2022-01-02,2022-06-10,2022-06-10,159,0
259026,2022-01-02,2022-01-02,2022-01-04,0,2
259028,2022-01-02,2022-01-02,2022-01-04,0,2
259039,2022-01-02,2022-01-02,2022-01-02,0,0
259106,2022-01-03,2022-01-03,2022-01-03,0,0
259132,2022-01-03,2022-01-03,2023-02-04,0,397
259155,2022-01-03,2022-01-03,2022-01-03,0,0
259171,2022-01-04,2022-01-04,2022-01-25,0,21
259174,2022-01-04,2022-01-04,2022-01-07,0,3
259190,2022-01-04,2022-01-04,2022-07-18,0,195
259209,2022-01-04,2022-01-04,2022-01-04,0,0
259258,2022-01-04,2022-01-04,2022-01-04,0,0
259260,2022-01-04,2022-01-04,2022-01-08,0,4
259262,2022-01-04,2022-01-11,2022-01-11,7,0
259268,2022-01-04,2022-01-05,2022-01-05,1,0
259273,2022-01-04,2022-01-04,2022-01-04,0,0
259283,2022-01-04,2022-01-04,2022-01-09,0,5
259300,2022-01-05,2022-01-05,2022-01-26,0,21
259305,2022-01-05,2022-01-05,2022-01-05,0,0
259361,2022-01-05,2022-07-28,2022-07-28,204,0
259398,2022-01-05,2022-01-05,2022-01-05,0,0
259429,2022-01-06,2022-01-06,2022-01-06,0,0
259437,2022-01-06,2022-01-06,2022-01-11,0,5
259447,2022-01-06,2022-01-06,2022-01-06,0,0
259473,2022-01-06,2022-01-06,2022-01-10,0,4
259474,2022-01-06,2022-01-21,2022-01-21,15,0
259476,2022-01-06,2022-01-06,2022-01-09,0,3
259483,2022-01-06,2022-01-11,2022-01-21,5,10
259486,2022-01-06,2022-01-06,2022-07-20,0,195
259494,2022-01-06,2022-01-23,2022-01-24,17,1
259504,2022-01-06,2022-01-06,2022-01-09,0,3
259506,2022-01-06,2022-01-06,2022-01-12,0,6
259510,2022-01-06,2022-01-06,2022-01-07,0,1
259515,2022-01-06,2022-01-06,2023-08-02,0,573
259523,2022-01-06,2022-01-06,2022-01-25,0,19
259524,2022-01-06,2022-01-06,2022-01-26,0,20
259533,2022-01-06,2022-01-07,2022-03-27,1,79
259534,2022-01-06,2022-01-06,2022-01-06,0,0
259545,2022-01-07,2022-01-07,2022-01-08,0,1
259549,2022-01-07,2022-01-08,2022-01-10,1,2
259614,2022-01-07,2022-01-07,2022-01-07,0,0
259635,2022-01-07,2022-01-07,2022-01-07,0,0
259654,2022-01-07,2022-01-07,2022-02-05,0,29
259657,2022-01-07,2022-01-07,2022-01-08,0,1
259664,2022-01-08,2022-01-10,2022-01-10,2,0
259684,2022-01-08,2022-01-08,2022-01-08,0,0
259689,2022-01-08,2022-01-11,2022-01-11,3,0
259702,2022-01-08,2022-01-08,2022-01-08,0,0
259727,2022-01-08,2022-01-08,2022-01-08,0,0
259731,2022-01-08,2022-01-08,2022-01-10,0,2
259756,2022-01-08,2022-01-08,2022-01-12,0,4
259767,2022-01-09,2022-01-09,2022-01-09,0,0
259777,2022-01-09,2022-01-09,2022-01-09,0,0
259781,2022-01-09,2022-01-09,2022-01-27,0,18
259789,2022-01-09,2022-01-09,2022-11-27,0,322
259846,2022-01-09,2022-09-30,2022-09-30,264,0
259860,2022-01-09,2022-01-09,2022-01-10,0,1
259865,2022-01-10,2022-01-10,2022-01-10,0,0
259870,2022-01-10,2022-01-12,2022-01-28,2,16
259884,2022-01-10,2022-01-10,2022-04-07,0,87
259922,2022-01-10,2022-01-10,2023-01-06,0,361
259938,2022-01-10,2022-01-10,2022-01-10,0,0
259952,2022-01-10,2022-01-10,2022-01-10,0,0
259953,2022-01-10,2022-01-10,2022-01-10,0,0
259969,2022-01-10,2022-01-10,2022-01-12,0,2
259973,2022-01-11,2022-01-11,2022-01-11,0,0
259983,2022-01-11,2022-01-11,2022-01-11,0,0
259996,2022-01-11,2022-01-11,2022-01-13,0,2
260024,2022-01-11,2022-01-26,2022-01-26,15,0
260029,2022-01-11,2022-01-11,2022-01-11,0,0
260033,2022-01-11,2022-01-11,2022-01-18,0,7
260042,2022-01-11,2022-01-12,2022-02-18,1,37
260062,2022-01-11,2022-01-13,2022-01-17,2,4
260111,2022-01-12,2022-01-12,2022-01-12,0,0
260126,2022-01-12,2022-01-12,2022-01-12,0,0
260132,2022-01-12,2022-01-12,2022-01-12,0,0
260164,2022-01-12,2022-01-12,2022-01-12,0,0
260168,2022-01-12,2022-01-12,2022-01-12,0,0
260173,2022-01-12,2022-01-12,2022-01-13,0,1
260176,2022-01-12,2022-01-12,2022-01-19,0,7
260181,2022-01-12,2022-01-12,2022-01-12,0,0
260192,2022-01-12,2022-01-12,2022-01-13,0,1
260200,2022-01-12,2022-01-12,2022-02-10,0,29
260211,2022-01-13,2022-01-13,2022-01-14,0,1
260216,2022-01-13,2022-01-18,2022-01-21,5,3
260217,2022-01-13,2022-01-13,2022-01-13,0,0
260265,2022-01-13,2022-01-13,2022-01-14,0,1
260291,2022-01-13,2022-01-13,2022-01-13,0,0
260295,2022-01-13,2022-01-14,2022-01-17,1,3
260324,2022-01-13,2022-01-13,2022-01-13,0,0
260329,2022-01-13,2022-01-18,2022-01-18,5,0
260334,2022-01-14,2022-03-26,2022-07-26,71,122
260356,2022-01-14,2022-01-14,2022-01-15,0,1
260403,2022-01-14,2022-01-14,2023-07-11,0,543
260423,2022-01-14,2022-01-14,2022-01-14,0,0
260477,2022-01-14,2022-01-14,2022-01-16,0,2
260483,2022-01-15,2022-01-15,2022-01-15,0,0
260486,2022-01-15,2022-01-15,2022-01-16,0,1
260494,2022-01-15,2022-01-15,2022-01-15,0,0
260549,2022-01-15,2022-01-15,2022-01-15,0,0
260572,2022-01-15,2022-01-15,2022-01-19,0,4
260579,2022-01-15,2022-01-16,2023-02-09,1,389
260593,2022-01-16,2022-01-17,2022-01-17,1,0
260608,2022-01-16,2022-01-20,2022-01-20,4,0
260646,2022-01-16,2022-01-16,2022-01-16,0,0
260649,2022-01-16,2022-01-16,2022-01-16,0,0
260664,2022-01-16,2022-01-17,2022-01-18,1,1
260684,2022-01-16,2022-01-16,2022-01-20,0,4
260698,2022-01-16,2022-01-20,2022-01-27,4,7
260702,2022-01-17,2022-01-17,2022-01-25,0,8
260707,2022-01-17,2022-01-17,2022-01-17,0,0
260715,2022-01-17,2022-01-17,2022-01-17,0,0
260742,2022-01-17,2022-01-17,2022-01-17,0,0
260754,2022-01-17,2022-01-17,2022-01-21,0,4
260774,2022-01-17,2022-01-17,2022-02-15,0,29
260787,2022-01-17,2022-01-17,2022-01-26,0,9
260792,2022-01-17,2022-01-17,2022-01-17,0,0
260809,2022-01-17,2022-01-17,2022-01-17,0,0
260813,2022-01-17,2022-01-17,2022-01-21,0,4
260815,2022-01-17,2022-01-17,2022-01-17,0,0
260829,2022-01-18,2022-01-18,2022-01-18,0,0
260831,2022-01-18,2022-01-22,2022-01-22,4,0
260833,2022-01-18,2022-01-18,2022-05-11,0,113
260834,2022-01-18,2022-01-18,2022-01-18,0,0
260842,2022-01-18,2022-01-18,2022-01-18,0,0
260850,2022-01-18,2022-01-18,2022-01-25,0,7
260861,2022-01-18,2022-01-18,2022-03-07,0,48
260865,2022-01-18,2022-01-18,2022-01-18,0,0
260885,2022-01-18,2022-01-18,2022-01-18,0,0
260898,2022-01-18,2022-01-18,2022-01-19,0,1
260913,2022-01-19,2022-01-19,2022-01-19,0,0
260915,2022-01-19,2022-01-20,2022-01-25,1,5
260916,2022-01-19,2022-01-19,2022-01-25,0,6
260920,2022-01-19,2022-01-19,2022-01-19,0,0
260929,2022-01-19,2022-01-19,2022-05-25,0,126
260952,2022-01-19,2022-01-19,2022-01-19,0,0
260954,2022-01-19,2022-01-19,2022-01-19,0,0
260964,2022-01-19,2022-03-07,2022-03-07,47,0
260968,2022-01-19,2022-01-19,2022-01-19,0,0
260971,2022-01-19,2022-01-19,2022-01-19,0,0
260977,2022-01-19,2022-01-19,2022-01-19,0,0
260988,2022-01-19,2022-01-19,2022-01-19,0,0
260991,2022-01-19,2022-01-19,2022-01-19,0,0
260998,2022-01-19,2022-01-19,2022-01-20,0,1
261003,2022-01-20,2022-01-20,2022-01-22,0,2
261004,2022-01-20,2022-01-20,2022-06-01,0,132
261022,2022-01-20,2022-01-20,2022-01-20,0,0
261039,2022-01-20,2022-01-20,2022-01-20,0,0
261059,2022-01-20,2022-01-20,2022-01-23,0,3
261061,2022-01-20,2022-01-20,2022-01-20,0,0
261073,2022-01-20,2022-01-20,2022-01-20,0,0
261086,2022-01-20,2022-01-20,2022-01-20,0,0
261110,2022-01-21,2022-01-21,2022-01-21,0,0
261121,2022-01-21,2022-01-21,2022-01-22,0,1
261132,2022-01-21,2022-01-21,2022-01-21,0,0
261171,2022-01-21,2022-01-25,2022-01-25,4,0
261173,2022-01-21,2022-01-21,2022-01-21,0,0
261183,2022-01-21,2022-01-21,2022-01-21,0,0
261184,2022-01-21,2022-01-24,2022-01-27,3,3
261189,2022-01-21,2022-01-21,2022-05-10,0,109
261210,2022-01-21,2022-01-21,2022-01-22,0,1
261212,2022-01-22,2022-01-22,2022-01-22,0,0
261226,2022-01-22,2022-01-22,2023-07-28,0,552
261228,2022-01-22,2022-01-22,2022-01-22,0,0
261239,2022-01-22,2022-01-22,2022-01-26,0,4
261263,2022-01-22,2022-01-22,2022-01-22,0,0
261268,2022-01-22,2022-01-22,2022-01-22,0,0
261291,2022-01-23,2022-01-23,2022-01-25,0,2
261295,2022-01-23,2022-01-23,2022-01-23,0,0
261323,2022-01-23,2022-01-23,2022-01-27,0,4
261325,2022-01-23,2022-01-23,2022-03-17,0,53
261359,2022-01-23,2022-01-23,2022-01-23,0,0
261374,2022-01-23,2022-01-23,2022-01-23,0,0
261389,2022-01-24,2022-01-24,2022-01-24,0,0
261391,2022-01-24,2022-01-24,2022-01-26,0,2
261393,2022-01-24,2022-01-24,2022-01-24,0,0
261407,2022-01-24,2022-01-24,2022-11-28,0,308
261408,2022-01-24,2022-01-24,2022-01-25,0,1
261431,2022-01-24,2022-01-24,2022-01-27,0,3
261446,2022-01-24,2022-01-24,2022-01-24,0,0
261449,2022-01-24,2022-04-06,2022-12-16,72,254
261452,2022-01-24,2022-01-24,2022-01-24,0,0
261455,2022-01-24,2022-01-25,2022-01-26,1,1
261466,2022-01-24,2022-01-26,2022-01-29,2,3
261490,2022-01-24,2022-01-24,2022-01-24,0,0
261491,2022-01-24,2022-01-26,2022-01-26,2,0
261495,2022-01-24,2022-01-24,2022-01-24,0,0
261510,2022-01-25,2022-01-25,2022-01-26,0,1
261518,2022-01-25,2022-01-25,2022-01-25,0,0
261519,2022-01-25,2022-01-25,2022-01-27,0,2
261522,2022-01-25,2022-01-25,2022-01-27,0,2
261550,2022-01-25,2022-01-25,2022-01-26,0,1
261552,2022-01-25,2022-01-25,2022-01-25,0,0
261554,2022-01-25,2022-01-25,2022-02-07,0,13
261565,2022-01-25,2022-01-25,2022-01-25,0,0
261567,2022-01-25,2022-01-25,2022-01-25,0,0
261582,2022-01-25,2022-03-28,2022-03-28,62,0
261585,2022-01-25,2022-01-26,2022-01-26,1,0
261589,2022-01-25,2022-01-26,2022-01-28,1,2
261590,2022-01-25,2022-01-26,2022-01-27,1,1
261603,2022-01-26,2022-01-26,2022-01-26,0,0
261607,2022-01-26,2022-01-26,2022-01-26,0,0
261608,2022-01-26,2022-01-26,2022-02-02,0,7
261610,2022-01-26,2022-01-26,2022-01-26,0,0
261615,2022-01-26,2022-01-26,2022-01-28,0,2
261619,2022-01-26,2022-01-26,2022-01-27,0,1
261644,2022-01-26,2022-01-26,2022-01-26,0,0
261647,2022-01-26,2022-01-26,2022-01-26,0,0
261654,2022-01-26,2022-01-26,2022-01-27,0,1
261661,2022-01-26,2022-01-26,2022-01-26,0,0
261662,2022-01-26,2022-01-26,2022-01-26,0,0
261668,2022-01-26,2022-01-26,2022-02-09,0,14
261674,2022-01-26,2022-01-26,2022-01-26,0,0
261679,2022-01-26,2022-01-26,2022-01-26,0,0
261680,2022-01-26,2022-02-21,2022-03-17,26,24
261682,2022-01-26,2022-01-26,2022-01-27,0,1
261692,2022-01-27,2022-01-27,2022-02-01,0,5
261693,2022-01-27,2022-01-27,2022-05-28,0,121
261714,2022-01-27,2022-01-27,2022-01-27,0,0
261716,2022-01-27,2022-01-27,2022-08-01,0,186
261736,2022-01-27,2022-01-27,2022-01-27,0,0
261753,2022-01-27,2022-01-30,2022-03-07,3,36
261755,2022-01-27,2022-01-27,2022-01-27,0,0
261773,2022-01-27,2022-01-27,2022-01-27,0,0
261778,2022-01-27,2022-01-27,2022-01-27,0,0
261782,2022-01-27,2022-01-27,2022-01-27,0,0
261785,2022-01-27,2022-01-27,2022-01-27,0,0
261787,2022-01-27,2022-01-27,2022-01-28,0,1
261788,2022-01-27,2022-01-27,2022-01-27,0,0
261801,2022-01-28,2022-01-28,2022-01-28,0,0
261805,2022-01-28,2022-01-28,2022-01-28,0,0
261819,2022-01-28,2022-01-28,2022-01-28,0,0
261820,2022-01-28,2022-01-28,2022-01-28,0,0
261822,2022-01-28,2022-01-28,2022-01-28,0,0
261828,2022-01-28,2022-01-28,2022-02-11,0,14
261831,2022-01-28,2022-01-28,2022-02-03,0,6
261883,2022-01-28,2022-02-05,2022-02-10,8,5
261895,2022-01-28,2022-01-28,2022-11-27,0,303
261905,2022-01-29,2022-01-29,2022-02-02,0,4
261972,2022-01-29,2022-01-29,2022-07-22,0,174
261979,2022-01-29,2022-01-29,2022-01-31,0,2
262071,2022-01-31,2022-01-31,2022-01-31,0,0
262073,2022-01-31,2022-01-31,2022-11-26,0,299
262112,2022-01-31,2022-03-30,2022-03-30,58,0
262148,2022-01-31,2022-03-31,2022-03-31,59,0
262190,2022-01-31,2022-01-31,2022-02-01,0,1
262198,2022-02-01,2022-02-01,2022-02-01,0,0
262203,2022-02-01,2022-02-01,2022-03-22,0,49
262221,2022-02-01,2022-02-01,2022-03-10,0,37
262237,2022-02-01,2022-02-01,2022-02-03,0,2
262246,2022-02-01,2022-02-02,2023-03-06,1,397
262260,2022-02-01,2022-03-22,2022-04-13,49,22
262270,2022-02-01,2022-02-18,2022-02-19,17,1
262273,2022-02-01,2022-02-01,2022-02-01,0,0
262288,2022-02-01,2022-02-01,2022-02-01,0,0
262377,2022-02-02,2022-02-02,2022-02-09,0,7
262386,2022-02-02,2022-02-17,2022-03-30,15,41
262412,2022-02-03,2022-02-22,2022-02-22,19,0
262414,2022-02-03,2022-02-03,2022-02-03,0,0
262457,2022-02-03,2022-02-03,2022-02-14,0,11
262459,2022-02-03,2022-02-03,2022-02-04,0,1
262470,2022-02-03,2022-02-03,2022-02-03,0,0
262487,2022-02-03,2022-02-10,2022-04-26,7,75
262569,2022-02-03,2022-02-05,2022-03-02,2,25
262578,2022-02-03,2022-02-04,2022-03-31,1,55
262580,2022-02-03,2022-02-03,2022-02-10,0,7
262585,2022-02-03,2022-02-03,2022-02-03,0,0
262596,2022-02-04,2022-02-05,2022-02-06,1,1
262599,2022-02-04,2022-02-04,2022-02-04,0,0
262613,2022-02-04,2022-02-06,2022-02-06,2,0
262634,2022-02-04,2022-02-04,2022-02-04,0,0
262641,2022-02-04,2022-02-04,2022-02-05,0,1
262643,2022-02-04,2022-02-04,2022-02-06,0,2
262648,2022-02-04,2022-02-04,2022-02-04,0,0
262675,2022-02-04,2022-02-06,2022-02-06,2,0
262677,2022-02-04,2022-02-04,2022-02-04,0,0
262714,2022-02-05,2022-02-05,2022-02-20,0,15
262726,2022-02-05,2022-02-09,2022-02-09,4,0
262738,2022-02-05,2022-02-05,2022-02-07,0,2
262739,2022-02-05,2022-02-05,2022-02-05,0,0
262750,2022-02-05,2022-02-05,2022-02-05,0,0
262754,2022-02-05,2022-02-05,2022-02-05,0,0
262761,2022-02-05,2022-02-05,2022-03-22,0,45
262784,2022-02-05,2022-02-05,2022-02-05,0,0
262819,2022-02-06,2022-02-06,2022-02-10,0,4
262821,2022-02-06,2022-02-06,2022-02-06,0,0
262826,2022-02-06,2022-02-06,2022-02-06,0,0
262843,2022-02-06,2022-02-06,2022-11-26,0,293
262861,2022-02-06,2022-02-06,2022-02-06,0,0
262908,2022-02-07,2022-02-07,2022-02-07,0,0
262944,2022-02-07,2022-02-07,2022-02-07,0,0
262955,2022-02-07,2022-02-07,2022-02-07,0,0
262967,2022-02-07,2022-02-07,2022-02-07,0,0
262973,2022-02-07,2022-02-07,2022-02-09,0,2
262988,2022-02-07,2022-02-07,2022-02-09,0,2
262992,2022-02-07,2022-02-07,2022-02-07,0,0
263000,2022-02-07,2022-02-07,2022-02-07,0,0
263008,2022-02-08,2022-02-12,2022-03-30,4,46
263065,2022-02-08,2022-02-08,2022-02-08,0,0
263076,2022-02-08,2022-02-08,2022-02-09,0,1
263086,2022-02-08,2022-02-15,2022-03-30,7,43
263087,2022-02-08,2022-02-10,2022-02-11,2,1
263101,2022-02-08,2022-02-08,2023-01-28,0,354
263104,2022-02-08,2022-02-08,2022-02-08,0,0
263112,2022-02-08,2022-02-08,2022-02-08,0,0
263118,2022-02-08,2022-02-08,2022-02-08,0,0
263120,2022-02-08,2022-02-08,2022-02-08,0,0
263126,2022-02-08,2022-02-08,2022-02-08,0,0
